Date, Close/Last, Volume, Open, High, Low
06/21/2017,$163.15,3419615,$163.49,$163.77,$162.75
06/20/2017,$162.90,7329903,$165.50,$165.50,$162.43
06/19/2017,$164.34,13788430,$167.05,$167.38,$162.39
06/16/2017,$167.11,24207070,$170.40,$170.60,$165
06/15/2017,$180.06,1753902,$180.39,$181.33,$178.37
06/14/2017,$181.67,1440052,$180.83,$181.96,$180.23
06/13/2017,$180.51,1745104,$179.90,$180.79,$179.03
06/12/2017,$179.64,2394266,$179.58,$180.87,$178.79
06/09/2017,$180.38,2166875,$181.71,$181.93,$179.92
06/08/2017,$181.41,1815847,$181.92,$182.50,$180.84
06/07/2017,$182.20,1246153,$181.44,$182.24,$181.14
06/06/2017,$181.45,2248870,$181.70,$182.72,$181.01
06/05/2017,$182.08,1561043,$181.10,$182.21,$180.60
06/02/2017,$180.97,2238973,$180.58,$181.25,$179.87
06/01/2017,$180.63,2027539,$180.81,$181.10,$179.86
05/31/2017,$180.43,2456476,$179.24,$180.47,$178.78
05/30/2017,$178.92,2084052,$177.68,$179.39,$177.50
05/26/2017,$177.86,4466717,$180.25,$180.34,$177.52
05/25/2017,$174.73,2679715,$173.47,$175.05,$173.30
05/24/2017,$173.01,1425130,$172.95,$173.13,$171.80
05/23/2017,$172.47,1788056,$172.97,$173.54,$172.32
05/22/2017,$172.40,1593915,$172.24,$173.24,$171.63
05/19/2017,$171.64,1871603,$171.35,$172.43,$170.81
05/18/2017,$170.72,1589586,$170.08,$171.02,$169.69
05/17/2017,$169.15,2201500,$170.66,$171.50,$169.06
05/16/2017,$171,1127566,$171.96,$171.96,$170.63
05/15/2017,$171.57,1727999,$170.30,$171.98,$170.30
05/12/2017,$170.88,1586689,$171.29,$171.85,$170.32
05/11/2017,$171.26,2106092,$170.78,$171.55,$170.10
05/10/2017,$171.35,2551178,$172.03,$172.09,$170.66
05/09/2017,$172.68,2658796,$173.61,$173.92,$172.31
05/08/2017,$172.64,3530868,$174.66,$174.70,$171.60
05/05/2017,$180.20,3711163,$182.77,$182.92,$179.76
05/04/2017,$182.45,3756906,$180.05,$183.18,$180
05/03/2017,$179.82,2900252,$178.74,$180.46,$178.70
05/02/2017,$178.59,2491876,$178.72,$178.94,$177.94
05/01/2017,$177.86,3326636,$178.50,$178.50,$177.33
04/28/2017,$177.52,2363223,$178.07,$178.07,$176.93
04/27/2017,$177.45,2148297,$177.32,$177.79,$176.42
04/26/2017,$176.80,4588759,$178.05,$178.27,$175.42
04/25/2017,$172.68,1484236,$172.91,$173.04,$172.29
04/24/2017,$172.33,1906898,$172,$172.61,$171.33
04/21/2017,$170.77,2257801,$171.52,$171.88,$170.64
04/20/2017,$170.15,1933421,$170.33,$171.18,$169.95
04/19/2017,$170.06,1441282,$170.88,$170.93,$169.82
04/18/2017,$170.13,1542663,$170.05,$170.32,$169.47
04/17/2017,$169.70,1504173,$168.77,$169.75,$168.71
04/13/2017,$168.84,1422390,$170.05,$170.62,$168.80
04/12/2017,$170.17,1422142,$171.43,$171.45,$169.69
04/11/2017,$170.63,1191306,$170.79,$171.44,$169.63
04/10/2017,$171.22,2002176,$170.20,$171.57,$169.85
04/07/2017,$170.62,1510007,$169.70,$171,$169.43
04/06/2017,$170.02,3313800,$169.68,$172.11,$169.31
04/05/2017,$167,1715557,$167.29,$168.40,$166.72
04/04/2017,$167.25,1322378,$166.60,$167.32,$166.11
04/03/2017,$166.70,1547867,$167.74,$168.30,$166.40
03/31/2017,$167.69,1720609,$167.59,$168.17,$167.13
03/30/2017,$167.89,1034262,$167.30,$168.18,$166.76
03/29/2017,$167.43,1216685,$166.28,$167.48,$166.15
03/28/2017,$166.77,1446645,$166.11,$167.05,$165.15
03/27/2017,$166.15,1212519,$165.53,$166.32,$165.32
03/24/2017,$166.02,1410390,$167.37,$167.46,$165.66
03/23/2017,$166.90,1430503,$168,$168.42,$166.43
03/22/2017,$167.68,1533041,$167.32,$167.97,$167.04
03/21/2017,$166.78,2241823,$167.51,$168.80,$166.65
03/20/2017,$167.44,1586081,$167.76,$168.29,$166.80
03/17/2017,$167.81,3975860,$168.06,$168.35,$167.07
03/16/2017,$167.06,2726516,$166.78,$167.67,$166.26
03/15/2017,$166.54,2079644,$165.57,$166.54,$164.83
03/14/2017,$165.24,1973948,$164.21,$165.32,$164.10
03/13/2017,$164.55,2127873,$164.85,$165.11,$164.30
03/10/2017,$165.37,2164239,$166.49,$166.50,$164.98
03/09/2017,$165.77,1993184,$166.40,$166.79,$165.12
03/08/2017,$166.24,2375271,$167,$167.41,$166.16
03/07/2017,$167,2810046,$166.54,$168.62,$166.54
03/06/2017,$166.73,5793351,$169.41,$170.33,$166.11
03/03/2017,$170.26,10397390,$170.70,$171.89,$169.90
03/02/2017,$177.98,3138172,$177.50,$178.25,$176.51
03/01/2017,$177.86,2351592,$177.37,$178.71,$177.22
02/28/2017,$177.18,2990400,$176.95,$177.87,$175.48
02/27/2017,$177.62,2340447,$177.33,$177.85,$176.55
02/24/2017,$177.56,1684181,$175.22,$177.71,$175.12
02/23/2017,$175.85,2600281,$176.52,$177.04,$175.21
02/22/2017,$176.51,1815422,$177.07,$177.09,$175.07
02/21/2017,$176.94,2316906,$176.55,$177,$176
02/17/2017,$175.86,2424690,$175.47,$176.50,$174.48
02/16/2017,$175.75,2206527,$175.10,$175.83,$174.51
02/15/2017,$175,2346434,$173.18,$175,$173.06
02/14/2017,$173.63,2244810,$171.66,$173.64,$171.55
02/13/2017,$171.96,2272205,$172.49,$172.49,$170.78
02/10/2017,$172,2069960,$171.65,$172.27,$170.27
02/09/2017,$170.96,2605777,$168.45,$171.42,$168.17
02/08/2017,$168.42,2089869,$167.50,$168.57,$167.50
02/07/2017,$167.52,2732093,$167.53,$168.08,$166.53
02/06/2017,$167.03,2172714,$168.18,$168.18,$166.71
02/03/2017,$168.32,3223376,$167.72,$168.84,$167.15
02/02/2017,$168.15,5811238,$166.84,$168.88,$166.16
02/01/2017,$161.86,2216699,$163.84,$163.95,$161.81
01/31/2017,$163.95,1795668,$162.49,$164,$162.35
01/30/2017,$163.25,2147514,$162.03,$163.29,$160.60
01/27/2017,$162.06,2339915,$164.56,$164.58,$160.71
01/26/2017,$164.07,1180632,$164.34,$164.44,$163.40
01/25/2017,$164.14,1299255,$164.20,$164.75,$163.90
01/24/2017,$163.67,1347564,$163.23,$163.82,$162.96
01/23/2017,$163.01,1421560,$164.05,$164.35,$162.17
01/20/2017,$164.24,1888492,$164.39,$164.77,$163.23
01/19/2017,$163.70,1980524,$164.18,$164.80,$163.56
01/18/2017,$164.27,1830313,$163.65,$164.38,$162.59
01/17/2017,$163.81,2430389,$161.85,$164.25,$161.67
01/13/2017,$161.86,1250158,$161.99,$162.13,$161.35
01/12/2017,$161.87,1297452,$161.35,$161.96,$160.67
01/11/2017,$161.54,1378324,$161.47,$162.38,$160.35
01/10/2017,$161.66,1477663,$160.58,$162.41,$160.51
01/09/2017,$160.97,2318381,$162.33,$162.48,$160.72
01/06/2017,$162.83,2167235,$162.67,$162.95,$161.13
01/05/2017,$162.91,2880894,$160.95,$163.35,$160.63
01/04/2017,$159.76,2160733,$159.80,$160.49,$158.94
01/03/2017,$159.73,2099237,$160.65,$160.99,$158.51
12/30/2016,$160.11,1471198,$160.89,$160.99,$159.67
12/29/2016,$161.13,858202,$160.65,$161.44,$160.65
12/28/2016,$161.01,1263595,$162.02,$162.85,$160.55
